Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,_is_used_in_algorithm,_uses_technique,application_generates,applied_algorithm_has_input,bearer_of,correlates_with,decreased_in_magnitude_relative_to,definition,describes,different_in_magnitude_relative_to,directly_associated_with,empirically_validates,equation_is_part_of,function_of,generated_by_applying,has part,has_about,has_boolean_quality,has_constant,has_contentMathML,has_cross_section,has_disposition,has_dividend_entity,has_dividend_quality,has_divisor_entity,has_divisor_quality,has_endianity,has_enhanced_presentationMathML,has_function,has_input,has_invasiveness,has_latex_math,has_measurement_unit_label,has_output,has_parameter,has_part,has_part_equation,has_part_simstep,has_participant,has_policy,has_quality,has_quantitative_quality,has_ratio_quality,has_raw_presentationMathML,has_relative_magnitude,has_role,has_time_point,has_time_span,has_value,has_variable,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://purl.org/dc/elements/1.1/contributor,http://purl.org/dc/elements/1.1/creator,http://purl.org/dc/elements/1.1/date,http://purl.org/dc/elements/1.1/description,http://purl.org/dc/elements/1.1/format,http://purl.org/dc/elements/1.1/identifier,http://purl.org/dc/elements/1.1/language,http://purl.org/dc/elements/1.1/publisher,http://purl.org/dc/elements/1.1/rights,http://purl.org/dc/elements/1.1/source,http://purl.org/dc/elements/1.1/title,http://www.geneontology.org/formats/oboInOwl#auto-generated-by,http://www.geneontology.org/formats/oboInOwl#comment,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#def,http://www.geneontology.org/formats/oboInOwl#exact_synonym,http://www.geneontology.org/formats/oboInOwl#format-version,http://www.geneontology.org/formats/oboInOwl#hasDefinition,http://www.geneontology.org/formats/oboInOwl#hasSynonym,http://www.geneontology.org/formats/oboInOwl#narrow_synonym,http://www.geneontology.org/formats/oboInOwl#ObsoleteProperty,http://www.geneontology.org/formats/oboInOwl#related_synonym,http://www.geneontology.org/formats/oboInOwl#replacedBy,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.w3.org/2002/07/owl#topObjectProperty,http://www.w3.org/2002/07/owl#versionInfo,increased_in_magnitude_relative_to,inheres_in,inheres_in,initiates_process,inversely_associated_with,is_about,is_annotated_via,is_described_by,is_empirically_validated_by,is_initiated_by,is_input_of,is_input_of_applied,is_magnitude_of,is_mathematically_described_by,is_measurement_of,is_output_of,is_param_used_in,is_parameter,is_part_of,is_part_of_simulation,is_performed_by,is_performed_on,is_preceded_by,is_solved_using,is_unit_of,is_used_in,located_in,location_of,mathematically_describes,measurement_produces,part_of,participates_in,PMID,precedes,process_uses_param,quality_of,realized_by,reciprocal_of,searchable,similar_in_magnitude_relative_to,singly_occurring_form_of,solves_equation,towards,uses,value_calculated_using
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00001111,fusion inhibitor,entry inhibitor|fusion inhibitors|entry inhibitors,"Entry inhibitors, also known as fusion inhibitors, are a class of antiretroviral drugs, used in combination therapy for the treatment of HIV infection. This class of drugs interferes with the binding, fusion and entry of an HIV virion to a human cell. By blocking this step in HIV's replication cycle, such agents slow the progression from HIV infection to AIDS.[1]

source: http://en.wikipedia.org/wiki/Fusion_inhibitor",false,,,http://purl.obolibrary.org/obo/CHEBI_35222,,,,,,,,"Entry inhibitors, also known as fusion inhibitors, are a class of antiretroviral drugs, used in combination therapy for the treatment of HIV infection. This class of drugs interferes with the binding, fusion and entry of an HIV virion to a human cell. By blocking this step in HIV's replication cycle, such agents slow the progression from HIV infection to AIDS.[1]

source: http://en.wikipedia.org/wiki/Fusion_inhibitor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00001111,,,,,,,,,,,,,,,,,entry inhibitor|fusion inhibitors|entry inhibitors,,,,,,,,,,,fusion inhibitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00001116,nevirapine,NVP,"Nevirapine, also marketed under the trade name Viramune (Boehringer Ingelheim), is a non-nucleoside reverse transcriptase inhibitor (NNRTI) used to treat HIV-1 infection and AIDS.

As with other antiretroviral drugs, HIV rapidly develops resistance if nevirapine is used alone, so recommended therapy consists of combinations of three or more antiretrovirals.

source: http://en.wikipedia.org/wiki/Nevirapine",false,,,http://www.co-ode.org/ontologies/galen#Drug,,,,,,,,"Nevirapine, also marketed under the trade name Viramune (Boehringer Ingelheim), is a non-nucleoside reverse transcriptase inhibitor (NNRTI) used to treat HIV-1 infection and AIDS.

As with other antiretroviral drugs, HIV rapidly develops resistance if nevirapine is used alone, so recommended therapy consists of combinations of three or more antiretrovirals.

source: http://en.wikipedia.org/wiki/Nevirapine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00001116,,,,,,,,,,,,,,,,,NVP,,,,,,,,,,,nevirapine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000084,linear regression equation,linear regression analysis equations|linear regression analysis equation|linear regression equations,"A linear regression equation is a mathematical equation that defines the relationship between two variables. It has the form (1.0K) It is used to predict Y based on a selected X value. Y is the dependent variable and X the independent variable.
source: http://highered.mcgraw-hill.com/sites/0073401765/student_view0/chapter13/glossary.html",false,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000076,,,,,,,,"A linear regression equation is a mathematical equation that defines the relationship between two variables. It has the form (1.0K) It is used to predict Y based on a selected X value. Y is the dependent variable and X the independent variable.
source: http://highered.mcgraw-hill.com/sites/0073401765/student_view0/chapter13/glossary.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000084,,,,,,,,,,,,,,,,,linear regression analysis equations|linear regression analysis equation|linear regression equations,,,,,,,,,,,linear regression equation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16079516 ,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000087,equation for kinetic energy of rigid bodies,,"In classical mechanics, the kinetic energy of a point object (an object so small that its mass can be assumed to exist at one point), or a non-rotating rigid body, is given by the equation

    E_k =\tfrac{1}{2} mv^2 

where m\; is the mass and v\; is the speed (or the velocity) of the body.
source: http://en.wikipedia.org/wiki/Kinetic_energy#Kinetic_energy_of_rigid_bodies",false,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000117,,,,,,,,"In classical mechanics, the kinetic energy of a point object (an object so small that its mass can be assumed to exist at one point), or a non-rotating rigid body, is given by the equation

    E_k =\tfrac{1}{2} mv^2 

where m\; is the mass and v\; is the speed (or the velocity) of the body.
source: http://en.wikipedia.org/wiki/Kinetic_energy#Kinetic_energy_of_rigid_bodies",,,,,,,,,,,,"<math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""block"">
  <apply>
    <eq/>
    <ci>
      <msub>
        <mi>E</mi>
        <mi>k</mi>
      </msub>
    </ci>
    <apply>
      <times/>
      <apply>
        <divide/>
        <cn>1</cn>
        <cn>2</cn>
      </apply>
      <ci>m</ci>
      <apply>
        <power/>
        <ci>v</ci>
        <cn>2</cn>
      </apply>
    </apply>
  </apply>
</math>",,,,,,,,"<math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""block"">
  <mrow>
    <msub>
      <mi>E</mi>
      <mi>k</mi>
    </msub>
    <mo>=</mo>
    <mrow>
      <mfrac>
        <mn>1</mn>
        <mn>2</mn>
      </mfrac>
      <mo>&InvisibleTimes;</mo>
      <mi>m</mi>
      <mo>&InvisibleTimes;</mo>
      <msup>
        <mi>v</mi>
        <mn>2</mn>
      </msup>
    </mrow>
  </mrow>
</math>",,,,E_k =\frac{1}{2} mv^2 ,,,,,,,,,,,,"<math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""block"">
  <semantics>
    <mrow>
      <msub>
        <mi>E</mi>
        <mi>k</mi>
      </msub>
      <mo>=</mo>
      <mfrac>
        <mn>1</mn>
        <mn>2</mn>
      </mfrac>
      <mi>m</mi>
      <msup>
        <mi>v</mi>
        <mn>2</mn>
      </msup>
    </mrow>
    <annotation encoding=""SnuggleTeX"">\[ E_k =\frac{1}{2} mv^2  \]</annotation>
  </semantics>
</math>|<math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""block"" id=""equation for kinetic energy of rigid bodies"">
  <mrow>
    <msub>
      <mi>E</mi>
      <mi>k</mi>
    </msub>
    <mo>=</mo>
    <mfrac>
      <mn>1</mn>
      <mn>2</mn>
    </mfrac>
    <mo>&#x00B7;</mo>
    <mi>m</mi>
    <msup>
      <mi>v</mi>
      <mn>2</mn>
    </msup>
  </mrow>
</math>
",,,,,,,,hupson:SCAIVPH_00000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,equation for kinetic energy of rigid bodies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000089,diffusion equation,diffusion equations,"The diffusion equation is an equation for diffusion which states that the rate of change of the density of the diffusing substance, at a fixed point in space, equals the sum of the diffusion coefficient times the Laplacian of the density, the amount of the quantity generated per unit volume per unit time, and the negative of the quantity absorbed per unit volume per unit time. More generally, any equation which states that the rate of change of some quantity, at a fixed point in space, equals a positive constant times the Laplacian of that quantity. 
source: http://www.answers.com/topic/diffusion-equation

The diffusion equation is a partial differential equation which describes density fluctuations in a material undergoing diffusion. It is also used to describe processes exhibiting diffusive-like behaviour, for instance the 'diffusion' of alleles in a population in population genetics.

The equation is usually written as:

    \frac{\partial\phi(\mathbf{r},t)}{\partial t} = \nabla \cdot \big[ D(\phi,\mathbf{r}) \, \nabla\phi(\mathbf{r},t) \big], 

where \, \phi(\mathbf{r},t) is the density of the diffusing material at location \mathbf{r} and time t and \, D(\phi,\mathbf{r}) is the collective diffusion coefficient for density \,\phi at location \mathbf{r}; the nabla symbol \, \nabla represents the vector differential operator del acting on the space coordinates. If the diffusion coefficient depends on the density then the equation is nonlinear, otherwise it is linear. If \, D is constant, then the equation reduces to the following linear equation:

    \frac{\partial\phi(\mathbf{r},t)}{\partial t} = D\nabla^2\phi(\mathbf{r},t), 

also called the heat equation. More generally, when D is a symmetric positive definite matrix, the equation describes anisotropic diffusion, which is written (for three dimensional diffusion) as:

    \frac{\partial\phi(\mathbf{r},t)}{\partial t} = \sum_{i=1}^3\sum_{j=1}^3 \frac{\partial}{\partial x_i}\left[D_{ij}(\phi,\mathbf{r})\frac{\partial \phi(\mathbf{r},t)}{\partial x_j}\right] 
source: http://en.wikipedia.org/wiki/Diffusion_equation",false,,,http://purl.org/obo/owl/SBO#SBO_0000064|http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000091,,,,,,,,"The diffusion equation is an equation for diffusion which states that the rate of change of the density of the diffusing substance, at a fixed point in space, equals the sum of the diffusion coefficient times the Laplacian of the density, the amount of the quantity generated per unit volume per unit time, and the negative of the quantity absorbed per unit volume per unit time. More generally, any equation which states that the rate of change of some quantity, at a fixed point in space, equals a positive constant times the Laplacian of that quantity. 
source: http://www.answers.com/topic/diffusion-equation

The diffusion equation is a partial differential equation which describes density fluctuations in a material undergoing diffusion. It is also used to describe processes exhibiting diffusive-like behaviour, for instance the 'diffusion' of alleles in a population in population genetics.

The equation is usually written as:

    \frac{\partial\phi(\mathbf{r},t)}{\partial t} = \nabla \cdot \big[ D(\phi,\mathbf{r}) \, \nabla\phi(\mathbf{r},t) \big], 

where \, \phi(\mathbf{r},t) is the density of the diffusing material at location \mathbf{r} and time t and \, D(\phi,\mathbf{r}) is the collective diffusion coefficient for density \,\phi at location \mathbf{r}; the nabla symbol \, \nabla represents the vector differential operator del acting on the space coordinates. If the diffusion coefficient depends on the density then the equation is nonlinear, otherwise it is linear. If \, D is constant, then the equation reduces to the following linear equation:

    \frac{\partial\phi(\mathbf{r},t)}{\partial t} = D\nabla^2\phi(\mathbf{r},t), 

also called the heat equation. More generally, when D is a symmetric positive definite matrix, the equation describes anisotropic diffusion, which is written (for three dimensional diffusion) as:

    \frac{\partial\phi(\mathbf{r},t)}{\partial t} = \sum_{i=1}^3\sum_{j=1}^3 \frac{\partial}{\partial x_i}\left[D_{ij}(\phi,\mathbf{r})\frac{\partial \phi(\mathbf{r},t)}{\partial x_j}\right] 
source: http://en.wikipedia.org/wiki/Diffusion_equation",,,,,,,,,,,,,,,,,,,,"<math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""block"">
  <mrow>
    <mfrac>
      <mrow>
        <mo>&PartialD;</mo>
        <mo>&InvisibleTimes;</mo>
        <mi>&Phi;</mi>
        <mo>&InvisibleTimes;</mo>
        <mfenced close="")"" open=""("">
          <mstyle mathvariant=""bold"">
            <mi>r</mi>
          </mstyle>
          <mi>t</mi>
        </mfenced>
      </mrow>
      <mrow>
        <mo>&PartialD;</mo>
        <mo>&InvisibleTimes;</mo>
        <mi>t</mi>
      </mrow>
    </mfrac>
    <mo>=</mo>
    <mrow>
      <mo>&Del;</mo>
      <mo>&InvisibleTimes;</mo>
      <mo>&sdot;</mo>
      <mo>&InvisibleTimes;</mo>
      <mfenced close=""]"" open=""["">
        <mrow>
          <mrow>
            <mi>D</mi>
            <mo>&InvisibleTimes;</mo>
            <mfenced close="")"" open=""("">
              <mi>&Phi;</mi>
              <mstyle mathvariant=""bold"">
                <mi>r</mi>
              </mstyle>
            </mfenced>
          </mrow>
          <mo>&InvisibleTimes;</mo>
          <mrow>
            <mi> </mi>
            <mo>&InvisibleTimes;</mo>
            <mo>&Del;</mo>
            <mo>&InvisibleTimes;</mo>
            <mi>&Phi;</mi>
            <mo>&InvisibleTimes;</mo>
            <mfenced close="")"" open=""("">
              <mstyle mathvariant=""bold"">
                <mi>r</mi>
              </mstyle>
              <mi>t</mi>
            </mfenced>
          </mrow>
        </mrow>
      </mfenced>
    </mrow>
  </mrow>
</math>",,,,"\frac{\partial\Phi(\mathbf{r},t)}{\partial t} = \nabla \cdot [ D(\Phi,\mathbf{r}) \ \nabla\Phi(\mathbf{r},t)]",,,,,,,,,,,,"<math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""block"">
  <semantics>
    <mrow>
      <mfrac>
        <mrow>
          <mo>&PartialD;</mo>
          <mi>&Phi;</mi>
          <mfenced close="")"" open=""("">
            <mstyle mathvariant=""bold"">
              <mi>r</mi>
            </mstyle>
            <mi>t</mi>
          </mfenced>
        </mrow>
        <mrow>
          <mo>&PartialD;</mo>
          <mi>t</mi>
        </mrow>
      </mfrac>
      <mo>=</mo>
      <mo>&Del;</mo>
      <mo>&sdot;</mo>
      <mfenced close=""]"" open=""["">
        <mrow>
          <mi>D</mi>
          <mfenced close="")"" open=""("">
            <mi>&Phi;</mi>
            <mstyle mathvariant=""bold"">
              <mi>r</mi>
            </mstyle>
          </mfenced>
          <mi> </mi>
          <mo>&Del;</mo>
          <mi>&Phi;</mi>
          <mfenced close="")"" open=""("">
            <mstyle mathvariant=""bold"">
              <mi>r</mi>
            </mstyle>
            <mi>t</mi>
          </mfenced>
        </mrow>
      </mfenced>
    </mrow>
    <annotation encoding=""SnuggleTeX"">\[ \frac{\partial\Phi(\mathbf{r},t)}{\partial t} = \nabla \cdot [ D(\Phi,\mathbf{r}) \ \nabla\Phi(\mathbf{r},t)] \]</annotation>
  </semantics>
</math>",,,,,,,,hupson:SCAIVPH_00000089,,,,,,,,,,,,,,,,,diffusion equations,,,,,,reaction-diffusion equation|reaction-diffusion equations,,,,,diffusion equation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20457535 ,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000080,linear partial differential equation,linear partial differential equations,System of partial differential equations which is linear.,false,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000091,,,,,,,,System of partial differential equations which is linear.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000080,,,,,,,,,,,,,,,,,linear partial differential equations,,,,,,,,,,,linear partial differential equation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16578100 ,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000081,Stokes equation,equation of Stokes flow,"A Stokes equation is an equation[s] of Stokes flow, a linearised form of the Navier Stokes equation.
source: http://en.wikipedia.org/wiki/Stokes_equation",false,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000080,,,,,,,,"A Stokes equation is an equation[s] of Stokes flow, a linearised form of the Navier Stokes equation.
source: http://en.wikipedia.org/wiki/Stokes_equation",,,,,,,,,,,,,,,,,,,,"<math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""block"">
  <mrow>
    <mrow>
      <mrow>
        <mo>&Del;</mo>
        <mo>&InvisibleTimes;</mo>
        <mo>&sdot;</mo>
        <mo>&InvisibleTimes;</mo>
        <mi mathvariant=""double-struck"">ℙ</mi>
      </mrow>
      <mo>+</mo>
      <mstyle mathvariant=""bold"">
        <mi>f</mi>
      </mstyle>
    </mrow>
    <mo>=</mo>
    <mn>0</mn>
  </mrow>
</math>",,,,{\nabla} \cdot \mathbb{P} + \mathbf{f} = 0 ,,,,,,,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000878,,,"<math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""block"">
  <semantics>
    <mrow>
      <mo>&Del;</mo>
      <mo>&sdot;</mo>
      <mi mathvariant=""double-struck"">ℙ</mi>
      <mo>+</mo>
      <mstyle mathvariant=""bold"">
        <mi>f</mi>
      </mstyle>
      <mo>=</mo>
      <mn>0</mn>
    </mrow>
    <annotation encoding=""SnuggleTeX"">\[ {\nabla} \cdot \mathbb{P} + \mathbf{f} = 0  \]</annotation>
  </semantics>
</math>",,,,,,,,hupson:SCAIVPH_00000081,,,,,,,,,,,,,,,,,equation of Stokes flow,,,,,,,,,,,Stokes equation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20537657 ,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000082,ordinary differential equation,OD equations|OD equation|ordinary differential equations|ODE|ODEs,"An ordinary differential equation (ODE) is a differential equation in which the unknown function (also known as the dependent variable) is a function of a single independent variable. In the simplest form, the unknown function is a real or complex valued function, but more generally, it may be vector-valued or matrix-valued: this corresponds to considering a system of ordinary differential equations for a single function. Ordinary differential equations are further classified according to the order of the highest derivative of the dependent variable with respect to the independent variable appearing in the equation. The most important cases for applications are first-order and second-order differential equations. In the classical literature also distinction is made between differential equations explicitly solved with respect to the highest derivative and differential equations in an implicit form.
source: http://en.wikipedia.org/wiki/Differential_equation",false,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000077,,,,,,,,"An ordinary differential equation (ODE) is a differential equation in which the unknown function (also known as the dependent variable) is a function of a single independent variable. In the simplest form, the unknown function is a real or complex valued function, but more generally, it may be vector-valued or matrix-valued: this corresponds to considering a system of ordinary differential equations for a single function. Ordinary differential equations are further classified according to the order of the highest derivative of the dependent variable with respect to the independent variable appearing in the equation. The most important cases for applications are first-order and second-order differential equations. In the classical literature also distinction is made between differential equations explicitly solved with respect to the highest derivative and differential equations in an implicit form.
source: http://en.wikipedia.org/wiki/Differential_equation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000082,,,,,,,,,,,,,,,,,OD equations|OD equation|ordinary differential equations|ODE|ODEs,,,,,,,,,,,ordinary differential equation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1912002 ,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000085,multiple regression equation,multiple regression equation,"The relationship in the form of a mathematical equation between several independent variables and a dependent variable. The general form is (3.0K) It is used to estimate Y given k independent variables, Xi.
source: highered.mcgraw-hill.com/sites/0073401765/student_view0/chapter14/glossary.html",false,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000076,,,,,,,,"The relationship in the form of a mathematical equation between several independent variables and a dependent variable. The general form is (3.0K) It is used to estimate Y given k independent variables, Xi.
source: highered.mcgraw-hill.com/sites/0073401765/student_view0/chapter14/glossary.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hupson:SCAIVPH_00000085,,,,,,,,,,,,,,,,,multiple regression equation,,,,,,,,,,,multiple regression equation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000088,Boltzmann equation,Boltzmann transport equation,"The Boltzmann equation is an equation used in the study of a collection of particles in nonequilibrium statistical mechanics, particularly their transport properties. The Boltzmann equation describes a quantity called the distribution function, f, which gives a mathematical description of the state and how it is changing. The distribution function depends on a position vector r, a velocity vector v, and the time t; it thus provides a statistical statement about the positions and velocities of the particles at any time. In the case of one species of particle being present, Boltzmann's equation can be written
, where a is the acceleration of bodies between collisions and 
source: http://www.answers.com/topic/boltzmann-equation-1",false,,,http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000486,,,,,,,,"The Boltzmann equation is an equation used in the study of a collection of particles in nonequilibrium statistical mechanics, particularly their transport properties. The Boltzmann equation describes a quantity called the distribution function, f, which gives a mathematical description of the state and how it is changing. The distribution function depends on a position vector r, a velocity vector v, and the time t; it thus provides a statistical statement about the positions and velocities of the particles at any time. In the case of one species of particle being present, Boltzmann's equation can be written
, where a is the acceleration of bodies between collisions and 
source: http://www.answers.com/topic/boltzmann-equation-1",,,,,,,,,,,,,,,,,,,,"<math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""block"">
  <mrow>
    <mrow>
      <mfrac>
        <mrow>
          <mi>&delta;</mi>
          <mo>&InvisibleTimes;</mo>
          <mi>f</mi>
        </mrow>
        <mrow>
          <mi>&delta;</mi>
          <mo>&InvisibleTimes;</mo>
          <mi>t</mi>
        </mrow>
      </mfrac>
      <mo>+</mo>
      <mrow>
        <mi>a</mi>
        <mo>&InvisibleTimes;</mo>
        <mo>.</mo>
        <mo>&InvisibleTimes;</mo>
        <mfrac>
          <mrow>
            <mi>&delta;</mi>
            <mo>&InvisibleTimes;</mo>
            <mi>f</mi>
          </mrow>
          <mrow>
            <mi>&delta;</mi>
            <mo>&InvisibleTimes;</mo>
            <mi>v</mi>
          </mrow>
        </mfrac>
      </mrow>
      <mo>+</mo>
      <mrow>
        <mi>v</mi>
        <mo>&InvisibleTimes;</mo>
        <mo>.</mo>
        <mo>&InvisibleTimes;</mo>
        <mfrac>
          <mrow>
            <mi>&delta;</mi>
            <mo>&InvisibleTimes;</mo>
            <mi>f</mi>
          </mrow>
          <mrow>
            <mi>&delta;</mi>
            <mo>&InvisibleTimes;</mo>
            <mi>r</mi>
          </mrow>
        </mfrac>
      </mrow>
    </mrow>
    <mo>=</mo>
    <msub>
      <mfrac>
        <mrow>
          <mi>&delta;</mi>
          <mo>&InvisibleTimes;</mo>
          <mi>f</mi>
        </mrow>
        <mrow>
          <mi>&delta;</mi>
          <mo>&InvisibleTimes;</mo>
          <mi>t</mi>
        </mrow>
      </mfrac>
      <mrow>
        <mi>c</mi>
        <mo>&InvisibleTimes;</mo>
        <mi>o</mi>
        <mo>&InvisibleTimes;</mo>
        <mi>l</mi>
        <mo>&InvisibleTimes;</mo>
        <mi>l</mi>
      </mrow>
    </msub>
  </mrow>
</math>",,,,\frac {\delta f} {\delta t}+a . \frac{\delta f}{ \delta v}+v . \frac{ \delta f}{ \delta r} = \frac {\delta f}{ \delta t}_{coll},,,,,,,,,,,,"<math xmlns=""http://www.w3.org/1998/Math/MathML"" display=""block"">
  <semantics>
    <mrow>
      <mfrac>
        <mrow>
          <mi>&delta;</mi>
          <mi>f</mi>
        </mrow>
        <mrow>
          <mi>&delta;</mi>
          <mi>t</mi>
        </mrow>
      </mfrac>
      <mo>+</mo>
      <mi>a</mi>
      <mo>.</mo>
      <mfrac>
        <mrow>
          <mi>&delta;</mi>
          <mi>f</mi>
        </mrow>
        <mrow>
          <mi>&delta;</mi>
          <mi>v</mi>
        </mrow>
      </mfrac>
      <mo>+</mo>
      <mi>v</mi>
      <mo>.</mo>
      <mfrac>
        <mrow>
          <mi>&delta;</mi>
          <mi>f</mi>
        </mrow>
        <mrow>
          <mi>&delta;</mi>
          <mi>r</mi>
        </mrow>
      </mfrac>
      <mo>=</mo>
      <msub>
        <mfrac>
          <mrow>
            <mi>&delta;</mi>
            <mi>f</mi>
          </mrow>
          <mrow>
            <mi>&delta;</mi>
            <mi>t</mi>
          </mrow>
        </mfrac>
        <mrow>
          <mi>c</mi>
          <mi>o</mi>
          <mi>l</mi>
          <mi>l</mi>
        </mrow>
      </msub>
    </mrow>
    <annotation encoding=""SnuggleTeX"">\[ \frac {\delta f} {\delta t}+a . \frac{\delta f}{ \delta v}+v . \frac{ \delta f}{ \delta r} = \frac {\delta f}{ \delta t}_{coll} \]</annotation>
  </semantics>
</math>",,,,,,,,hupson:SCAIVPH_00000088,,,,,,,,,,,,,,,,,Boltzmann transport equation,,,,,,molecular mechanics Poisson-Boltzmann|Poisson-Boltzmann solvent area|Boltzmann,,,,,Boltzmann equation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19616022 ,,,,,,,,,,,,
