Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.obolibrary.org/obo/IAO_0000118#alternative_name,http://purl.obolibrary.org/obo/IAO_0000119#formal_citation
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Information_Dissemination,Information Dissemination,,The process of distributing information.,false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Salamanders,Salamanders,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Domestic_Service_Personnel,Domestic Service Personnel,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",Maids,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Cell_Nucleus,Cell Nucleus,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Cardiography,Cardiography,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Hormones,Hormones,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Ingroup_Outgroup,Ingroup Outgroup,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",Outgroup Ingroup,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Poetry_Therapy,Poetry Therapy,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Hybrids_(Biology),Hybrids (Biology),,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Genetic_Counseling,Genetic Counseling,,"Presentation and discussion, usually with
prospective parents, of factors involved in
potential inheritance of disorders.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Somatotypes,Somatotypes,,"Body types as derived from any of various
classifications of body build and which usually
imply a correlation with personality
characteristics.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Body Types,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Professional_Networking,Professional Networking,,"A linkage, association, or partnership of
individuals or groups who collaborate to achieve
professional goals or objectives.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Business Networking,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Marriage,Marriage,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Regional_Differences,Regional Differences,,"Used for comparisons between similar populations
whose attributes differ primarily due to their
geographical region of residence. Used for
comparisons both within and across countries.
Compare CROSS CULTURAL DIFFERENCES.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Geographical Differences,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Spatial_Orientation_(Perception),Spatial Orientation (Perception),,"Ability to perceive or orient oneself or external
stimuli in space with respect to environmentally
or egocentrically defined reference points.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Orientation (Spatial),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Facial_Expressions,Facial Expressions,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",Expressions (Facial),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#International_Psychology,International Psychology,,A branch of psychology that strives to enhance collaboration and communication among psychologists with similar interests from diverse cultures and nations.,false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Optic_Lobe,Optic Lobe,,"In invertebrates and some non-mammalian vertebrates, neural
activity flows directly from the photoreceptors in or on
the eye into this brain structure for visual processing. In
mammals, the optic lobe consists of two quadrigeminal
bodies of the midbrain.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Knowledge_Economy,Knowledge Economy,,"An economy that utilizes knowledge-intensive activities for the production of goods and services. Such an economy is characterized by reliance on science, research, technology, innovation, computers, and the Internet.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Gambling,Gambling,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Somatization,Somatization,,"Process of organically manifesting and expressing
cognitive and emotional disturbances through
bodily symptoms. Primarily used in nonclinical
contexts.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Echinodermata,Echinodermata,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",Starfish,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Phenothiazine_Derivatives,Phenothiazine Derivatives,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Adrenal_Gland_Disorders,Adrenal Gland Disorders,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Systems_Neuroscience,Systems Neuroscience,,"Subdiscipline of neuroscience that examines the neural activity and circuitry involved in performing a specific function (i.e. sensory, motor, cognitive, emotional, and motivational processes).",false,,,http://www.w3.org/2002/07/owl#Thing,"",Systemic Psychophysiology,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Teams,Teams,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Genes,Genes,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Racial_and_Ethnic_Differences,Racial and Ethnic Differences,,"Differences between two or more racial or ethnic
groups. Use CROSS CULTURAL DIFFERENCES for
cultural comparisons, and use REGIONAL DIFFERENCES
for geographical comparisons.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Ethnic Differences|Racial Differences,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Sentences,Sentences,,"Grammatically and syntactically arranged words
that constitute a grammatically complete and
meaningful unit.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Jungian_Psychology,Jungian Psychology,,"Analytical psychology characterized by theories of
the collective unconscious, the archetype, the
complex, and psychological types.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Analytic Psychology,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Rokeach_Dogmatism_Scale,Rokeach Dogmatism Scale,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Inhalant_Abuse,Inhalant Abuse,,"Inhalation of vapors from volatile chemical
substances (such as aerosol sprays, solvents, and
anesthetics) in order to produce mind-altering
effects.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Solvent Abuse,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Emergency_Services,Emergency Services,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Failure_to_Thrive,Failure to Thrive,,"Growth disorder of infants and children due to
nutritional and/or emotional deprivation and
resulting in loss of weight and delayed physical,
emotional, and social development.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Female_Delinquency,Female Delinquency,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Physiological_Aging,Physiological Aging,,"Biological changes which occur in an organism with
the passage of time.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Aging (Physiological),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Word_Processing,Word Processing,,"Use of computer software to compose, edit, and
produce text.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Doxepin,Doxepin,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Mental_Lexicon,Mental Lexicon,,Internal repository of words used regularly by a person and recognized when used by others.,false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Wounds,Wounds,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Fingerspelling,Fingerspelling,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Cholinergic_Blocking_Drugs,Cholinergic Blocking Drugs,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",Anticholinergic Drugs|Cholinolytic Drugs,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Word_Frequency,Word Frequency,,"Statistical probability of the occurrence of a
given word in a given natural language.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Personality_Measures,Personality Measures,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",Tests (Personality)|Personality Assessment|Personality Tests,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Personality_Traits,Personality Traits,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",Personality Factors,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Aggressive_Driving_Behavior,Aggressive Driving Behavior,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",Road Rage,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Estimation,Estimation,,"Subjective judgment or inference about the
character, quality, or nature of a person,
process, or thing which may or may not involve the
inspection or availability of data or pertinent
information.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Mitogen_Activated_Protein_Kinase,Mitogen Activated Protein Kinase,,Kinases that respond to mitogens and regulate cellular activities.,false,,,http://www.w3.org/2002/07/owl#Thing,"",MAPK,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Affiliation_Motivation,Affiliation Motivation,,"Need for association with others and formation of
friendships.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Need for Affiliation,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Snoring,Snoring,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Social_Neuroscience,Social Neuroscience,,"Integrative study of the neural foundations of social cognition, elucidating the reciprocal interactions of the biological mechanisms (i.e. nervous, endocrine, and immunological systems) with the social and cultural contexts in which human beings and animals operate.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Social Cognitive Neuroscience,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Bladder,Bladder,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Isozymes,Isozymes,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",Isoenzymes,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Mirroring,Mirroring,,"Reflecting or emulating another person's behavior
or other qualities in interactional or
psychotherapeutic contexts. Also a technique in
psychodrama.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Gamma_Globulin,Gamma Globulin,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Higher_Education,Higher Education,,"College or university education beyond the
successful completion of high school or grammar
school, or the attainment of an approved
equivalent.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Obstetrical_Complications,Obstetrical Complications,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Cognitive_Control,Cognitive Control,,"The set of processes that organize, plan, and schedule mental operations.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Ghrelin,Ghrelin,,"A peptide secreted by endocrine cells in the stomach that binds to growth hormone receptors in the hypothalamus and anterior pituitary, stimulating appetite and the release of growth hormone.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Computer_Assisted_Diagnosis,Computer Assisted Diagnosis,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Auditory_Hallucinations,Auditory Hallucinations,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Double_Bind_Interaction,Double Bind Interaction,,"Simultaneous communication of conflicting messages
in which the response to either message evokes
rejection or disapproval.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Decision_Theory,Decision Theory,,"Analytic techniques for modeling decision making
in light of possible consequences or outcomes.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Color_Saturation,Color Saturation,,The degree of purity or richness of a color.,false,,,http://www.w3.org/2002/07/owl#Thing,"",Saturation (Color),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Masochistic_Personality,Masochistic Personality,,"Personality marked by self-destructiveness or
self-defeating behavior, a conscious or
unconscious need to suffer, and seeking out
opportunities for suffering or self-injury.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Childrens_Recreational_Games,Childrens Recreational Games,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Kangaroos,Kangaroos,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Pancreas,Pancreas,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Trigeminal_Nerve,Trigeminal Nerve,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Retrospective_Memory,Retrospective Memory,,Remembering past events.,false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Counseling_Psychologists,Counseling Psychologists,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Intellectual_Development_Disorder_(Attitudes_Toward),Intellectual Development Disorder (Attitudes Toward),,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",Mental Retardation (Attitudes Toward),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Prostaglandins,Prostaglandins,,"Physiologically potent compounds of ubiquitous
occurrence formed from essential fatty acids and
affecting the nervous system, female reproductive
organs, and metabolism.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Monetary_Incentives,Monetary Incentives,,"Money expected or promised in return for service
or attainment which may encourage the continued
occurrence of the activity being rewarded.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Theoretical_Interpretation,Theoretical Interpretation,,"Description or analysis of any particular event,
condition, or process from a specific
psychological perspective. Usually used in
conjunction with other index terms, e.g.,
humanistic psychology.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Psychological Interpretation,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Immunotherapy,Immunotherapy,,Deliberate manipulation of the immune system to achieve a therapuetic goal.,false,,,http://www.w3.org/2002/07/owl#Thing,"",Immunological Therapy,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Migraine_Headache,Migraine Headache,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Religious_Fundamentalism,Religious Fundamentalism,,"Conservative religious beliefs and practices that
emphasize literal interpretation of scriptures and
strict adherence to traditional principles and
practices.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Fundamentalism (Religious),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Programmed_Instruction,Programmed Instruction,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",Instruction (Programmed),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Sensitization,Sensitization,,"The process of becoming more sensitive or responsive to a
given stimulus.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Behavioral Sensitization,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Sadism,Sadism,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Cognitive_Behavior_Therapy,Cognitive Behavior Therapy,,"An integrated approach to psychotherapy that
combines the techniques of cognitive and behavior
therapy.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Stimulus_Discrimination,Stimulus Discrimination,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Special_Education_Teachers,Special Education Teachers,,"",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Multiple_System_Atrophy,Multiple System Atrophy,,"A progressive, neurodegenerative disorder characterized by symptoms of autonomic nervous system failure similar to Parkinson's Disease.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Sporadic Olivopontocerebellar Atrophy|Shy-Drager Syndrome|Shy-McGee-Drager Syndrome|Parkinsons Plus Syndrome|Multisystem Atrophy|Neurologic Orthostatic Hypotension,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Competition,Competition,,Used for human and animal populations.,false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Basal_Ganglia,Basal Ganglia,,"A group of nuclei that includes the caudate nucleus,
putamen, globus pallidus, and substantia nigra, located in
the basal regions of the cerebral hemispheres and involved
in the control and production of movement.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Ventral Striatum|Corpus Striatum,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Response_Bias,Response Bias,,"Tendency to respond with different styles or
criteria as a result of motivational or physical
influences. Response bias frequently serves as a
source of measurement error in psychophysical,
personality, and other types of measurement.",false,,,http://www.w3.org/2002/07/owl#Thing,"",Bias (Response),"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Human_Rights,Human Rights,,"Fundamental rights of every human being to life,
freedom, and equality. Often used for freedom from
arbitrary governmental interference.",false,,,http://www.w3.org/2002/07/owl#Thing,"",,"
						Thesaurus of Psychological Index Terms Edited by Ian
						Galloway Published by American Psychological Association 2014
					"
